iter	RMSE
230	115.6614052
231	115.5981756
232	115.5479265
233	115.5055347
234	115.4035045
235	115.3562046
236	115.2896393
237	115.2717537
238	115.232236
239	115.1320761
240	115.1028574
241	115.0592179
242	114.9784284
243	114.9194367
244	114.8494082
245	114.8343379
246	114.7211176
247	114.6779568
248	114.6044595
249	114.5224698
250	114.5016523
251	114.4493593
252	114.3890996
253	114.3106163
254	114.2125018
255	114.1754713
256	114.1440426
257	114.053977
258	114.0239339
259	114.0030702
260	113.9476283
261	113.9262435
262	113.8257378
263	113.7901256
264	113.7646447
265	113.7379099
266	113.6932994
267	113.6080963
268	113.5388296
269	113.4465185
270	113.4192042
271	113.3218198
272	113.3031451
273	113.270461
274	113.2293855
275	113.1905188
276	113.1425132
277	113.105787
278	113.0228949
279	113.0094229
280	112.9479401
281	112.9115303
282	112.841995
283	112.8101987
284	112.7753006
285	112.6760105
286	112.6607145
287	112.561302
288	112.5178277
289	112.4640897
290	112.2981859
291	112.2360811
292	112.1934153
293	112.1737853
294	112.1407373
295	112.1217853
296	111.9921653
297	111.9716842
298	111.9410258
299	111.9096504
300	111.8563643
301	111.8326757
302	111.8033157
303	111.7860086
304	111.5849867
305	111.5657623
306	111.548847
307	111.4555711
308	111.4168072
309	111.3582503
310	111.3392983
311	111.3168972
312	111.2979424
313	111.2750674
314	111.183803
315	111.1589003
316	111.1411064
317	111.0444881
318	111.0177864
319	110.9876084
320	110.9757229
321	110.9197523
322	110.9013789
323	110.8727363
324	110.8477632
325	110.8000736
326	110.7718145
327	110.7495797
328	110.723589
329	110.6081001
330	110.582189
331	110.515101
332	110.4734999
333	110.4282468
334	110.4014571
335	110.3875878
336	110.3495832
337	110.3342488
338	110.3195186
339	110.2501906
340	110.1827586
341	110.0888025
342	110.0789056
343	109.954196
344	109.9396549
345	109.9096745
346	109.7760374
347	109.7297048
348	109.7002773
349	109.6802882
350	109.6618406
351	109.6109246
352	109.5856008
353	109.5606152
354	109.2942333
355	109.2711778
356	109.2465089
357	109.1606233
358	109.0148786
359	108.9585447
360	108.9098536
361	108.8622883
362	108.7580813
363	108.7240881
364	108.6845118
365	108.5820761
366	108.5060169
367	108.463525
368	108.4397973
369	108.3515128
370	108.2779874
371	108.260104
372	108.2077381
373	108.1932611
374	108.1455421
375	108.1225836
376	108.0524044
377	107.7958528
378	107.6711029
379	107.6060752
380	107.5405856
381	107.489566
382	107.4350727
383	107.3265239
384	107.3037568
385	107.2226802
386	107.1287268
387	107.0993452
388	107.0358524
389	106.9730859
390	106.9110314
391	106.8770652
392	106.7522393
393	106.6913983
394	106.6280911
395	106.5676729
396	106.3626111
397	106.3152847
398	106.0687227
399	106.0538439
400	105.9943819
401	105.9795392
402	105.9207263
403	105.9060549
404	105.850151
405	105.7591921
406	105.693937
407	105.6359655
408	105.5786234
409	105.5424353
410	105.4961233
411	105.3771453
412	105.2762862
413	105.219758
414	104.9962951
415	104.9137988
416	104.857652
417	104.821941
418	104.7241414
419	104.6925336
420	104.6328063
421	104.5773866
422	104.4858779
423	104.4302284
424	104.3187322
425	104.2641309
426	104.2309893
427	104.1984845
428	104.1274393
429	104.0735475
430	104.0044021
431	103.9883799
432	103.9727506
433	103.8775673
434	103.8619501
435	103.8095947
436	103.7598659
437	103.7080309
438	103.6240316
439	103.533037
440	103.4818562
441	103.4498719
442	103.3891024
443	103.3029769
444	103.2724127
445	103.1926121
446	103.0142655
447	102.9640498
448	102.9143572
449	102.8651791
450	102.8165071
451	102.7779337
452	102.7623812
453	102.7246129
454	102.6767993
455	102.6294731
456	102.5826268
457	102.5497566
458	102.5077571
459	102.4958833
460	102.4495561
461	102.4342563
462	102.3918105
463	102.345664
464	102.119585
465	102.0899946
466	102.044237
467	101.9603372
468	101.9027893
469	101.857743
470	101.8422839
471	101.6190978
472	101.5899343
473	101.5528117
474	101.5116511
475	101.4671821
476	101.4276362
477	101.2646581
478	101.1965396
479	101.1633885
480	101.1245832
481	101.0011951
482	100.9169563
483	100.8231137
484	100.7930219
485	100.7532661
486	100.6587076
487	100.6370888
488	100.5332543
489	100.5136917
490	100.4706622
491	100.4221205
492	100.3420177
493	100.2996702
494	100.2774941
495	100.2355605
496	100.2209526
497	100.1794268
498	100.1383097
499	100.0975957
500	100.0572789
501	100.0053669
502	99.92604759
503	99.74515479
504	99.67397344
505	99.63424359
506	99.57569988
507	99.53633432
508	99.49360032
509	99.40408889
510	99.22877284
511	99.20040557
512	99.16145876
513	99.1514655
514	99.11288665
515	98.9429869
516	98.90469883
517	98.87682342
518	98.83889824
519	98.80133501
520	98.76412895
521	98.72727539
522	98.6813724
523	98.63761981
524	98.62118945
525	98.53546997
526	98.52401443
527	98.48769983
528	98.45924537
529	98.4232748
530	98.3928389
531	98.36523028
532	98.30598506
533	98.27034649
534	98.23504261
535	98.20006918
536	98.16679078
537	98.10325517
538	98.07163038
539	98.04228794
540	97.97814485
541	97.90168069
542	97.89378935
543	97.83570002
544	97.80471484
545	97.74796104
546	97.69756465
547	97.655509
548	97.59975837
549	97.55865779
550	97.49667326
551	97.48899539
552	97.45558084
553	97.40681666
554	97.35275852
555	97.34159451
556	97.31121153
557	97.28716153
558	97.24595305
559	97.20549064
560	97.19453895
561	97.17438946
562	97.14702492
563	97.13044464
564	97.09155421
565	97.03819143
566	97.00998863
567	96.91021876
568	96.87727109
569	96.80306807
570	96.7883534
571	96.77964297
572	96.77276187
573	96.73454089
574	96.70218616
575	96.65660486
576	96.61697258
577	96.58450047
578	96.55233549
579	96.50869153
580	96.47683611
581	96.46096543
582	96.42944122
583	96.39729753
584	96.38426514
585	96.35743769
586	96.31928474
587	96.28822877
588	96.25746271
589	96.2262888
590	96.15591619
591	96.14467923
592	96.11414798
593	96.08730665
594	96.05705664
595	95.99297036
596	95.9818638
597	95.9131577
598	95.82991767
599	95.79987969
600	95.77011956
601	95.74063386
602	95.71141925
603	95.68247245
604	95.65379028
605	95.62536959
606	95.61281579
607	95.59816738
608	95.56999634
609	95.5476951
610	95.51977277
611	95.47406252
612	95.42888242
613	95.401189
614	95.3737465
615	95.36139314
616	95.33419331
617	95.30723881
618	95.29298117
619	95.27847791
620	95.26172868
621	95.24809508
622	95.23588762
623	95.20914776
624	95.1826485
625	95.15638709
626	95.14432786
627	95.1182963
628	95.09249746
629	95.03991092
630	95.01794058
631	94.99235377
632	94.97825628
633	94.95289196
634	94.87324488
635	94.86261439
636	94.8376496
637	94.77099359
638	94.7561193
639	94.74271103
640	94.7323219
641	94.67160911
642	94.62063939
643	94.60737919
644	94.56858918
645	94.5438237
646	94.52716852
647	94.5106751
648	94.48612408
649	94.45920795
650	94.42691576
651	94.40213984
652	94.37778737
653	94.33045475
654	94.31884867
655	94.29476304
656	94.27089166
657	94.2064919
658	94.18281278
659	94.17271385
660	94.14147784
661	94.10425489
662	94.07871039
663	94.02879165
664	94.00155221
665	93.97808446
666	93.95482453
667	93.93697383
668	93.92256506
669	93.89276679
670	93.82916887
671	93.79861304
672	93.78931756
673	93.76621338
674	93.74331395
675	93.72728652
676	93.71806898
677	93.70387403
678	93.68116366
679	93.63428586
680	93.59792827
681	93.55758425
682	93.5155321
683	93.50275679
684	93.48040368
685	93.45544093
686	93.43327976
687	93.4113139
688	93.36987143
689	93.35324741
690	93.33022081
691	93.31442324
692	93.29197919
693	93.28073173
694	93.25895541
695	93.22403609
696	93.11325049
697	93.09177392
698	93.06088655
699	93.03512654
700	93.00484915
701	92.98294864
702	92.92473229
703	92.8954155
704	92.87413388
705	92.82726003
706	92.80102064
707	92.72052579
708	92.6523436
709	92.63110242
710	92.61981006
711	92.59892718
712	92.56399185
713	92.54328619
714	92.52276289
715	92.51314159
716	92.49279642
717	92.48328311
718	92.44050725
719	92.42033281
720	92.40033512
721	92.38968028
722	92.36919405
723	92.33817619
724	92.31868513
725	92.30669321
726	92.28684869
727	92.27574558
728	92.25530479
729	92.2304367
730	92.22138942
731	92.13492705
732	92.06838233
733	92.04890088
734	91.96469131
735	91.92490547
736	91.89299505
737	91.88376875
738	91.85931421
739	91.84022247
740	91.81322085
741	91.79438137
742	91.71648729
743	91.68992128
744	91.68010404
745	91.61392969
746	91.58294503
747	91.5416371
748	91.5312888
749	91.45408603
750	91.44313986
751	91.41323582
752	91.35396405
753	91.33561177
754	91.324208
755	91.29619142
756	91.28713181
757	91.27817211
758	91.24915999
759	91.23441145
760	91.1768089
761	91.16140288
762	91.15097567
763	91.14214549
764	91.12394374
765	91.10590125
766	91.09476455
767	91.08348797
768	91.06559482
769	91.05685743
770	91.04389283
771	91.02615186
772	90.98818368
773	90.97058792
774	90.96193692
775	90.94449249
776	90.92719956
777	90.91920282
778	90.91063807
779	90.85885251
780	90.8416965
781	90.82468949
782	90.80782987
783	90.62253424
784	90.61401486
785	90.58971149
786	90.58013565
787	90.55421813
788	90.52536023
789	90.50860807
790	90.48648235
791	90.45521248
792	90.43127336
793	90.42313593
794	90.37575848
795	90.36736334
796	90.27320892
797	90.2619391
798	90.25077489
799	90.23428702
800	90.10128258
801	90.0929491
802	90.07658968
803	90.06834346
804	90.05212302
805	90.03051398
806	90.01442777
807	89.97885398
808	89.95006913
809	89.94227488
810	89.93413469
811	89.90842305
812	89.89248143
813	89.85392982
814	89.8381216
815	89.83147207
816	89.81579762
817	89.80812913
818	89.79258759
819	89.76536404
820	89.74995426
821	89.73467615
822	89.61146337
823	89.5963036
824	89.58830113
825	89.51256724
826	89.49754841
827	89.46568399
828	89.44932689
829	89.44139392
830	89.43385695
831	89.41767029
832	89.32512707
833	89.29699889
834	89.28899102
835	89.23356439
836	89.22609162
837	89.1576167
838	89.08661529
839	89.07880343
840	89.01417886
841	89.0061449
842	88.99819684
843	88.97120934
844	88.93725293
845	88.86508751
846	88.82659774
847	88.8202607
848	88.81584951
849	88.80803137
850	88.77837621
851	88.75057101
852	88.74436769
853	88.71391543
854	88.69951345
855	88.68914257
856	88.61995463
857	88.58698045
858	88.57143835
859	88.48312548
860	88.42365814
861	88.4159184
862	88.30967947
863	88.28601359
864	88.26610299
865	88.26004083
866	88.235356
867	88.16880108
868	88.16117724
869	88.12193012
870	88.11594484
871	88.09179872
872	88.0681113
873	88.0589981
874	88.04372909
875	88.03781059
876	88.03191115
877	88.01796288
878	87.96345328
879	87.88434687
880	87.83730196
881	87.80126223
882	87.78741027
883	87.76326417
884	87.7556971
885	87.73649236
886	87.727542
887	87.71387765
888	87.7049934
889	87.66689881
890	87.6501837
891	87.53816301
892	87.48863065
893	87.47514029
894	87.4589644
895	87.44566418
896	87.42489105
897	87.38637731
898	87.35388887
899	87.33354327
900	87.31807261
901	87.3038679
902	87.28863637
903	87.2690513
904	87.24912133
905	87.23425017
906	87.2104225
907	87.19340849
908	87.17468397
909	87.16036379
910	87.12203378
911	87.10375196
912	87.08574796
913	87.0680141
914	87.05091768
915	87.03740506
916	87.0240259
917	87.01077782
918	86.99675858
919	86.88460578
920	86.87081737
921	86.83268165
922	86.81905336
923	86.80633387
924	86.79299145
925	86.76959388
926	86.75711114
927	86.7440384
928	86.73111297
929	86.71833148
930	86.7056907
931	86.64809722
932	86.63624587
933	86.62449951
934	86.58731828
935	86.55068417
936	86.52759119
937	86.4580146
938	86.45243939
939	86.44076447
940	86.42859996
941	86.41653391
942	86.38089955
943	86.37213028
944	86.36020888
945	86.30504207
946	86.29799342
947	86.28672732
948	86.25232349
949	86.24536825
950	86.22861189
951	86.22391987
952	86.16091562
953	86.09890479
954	86.07635469
955	85.97108303
956	85.90715775
957	85.90019108
958	85.88327088
959	85.84881688
960	85.81540493
961	85.79322507
962	85.75723834
963	85.73748655
964	85.73140312
965	85.72076514
966	85.70948795
967	85.6775478
968	85.66819306
969	85.65657953
970	85.64735344
971	85.61392356
972	85.59727386
973	85.57231367
974	85.51144482
975	85.49997269
976	85.48866327
977	85.47726845
978	85.44936999
979	85.44127295
980	85.37911481
981	85.31796993
982	85.2854111
983	85.22741823
984	85.22085798
985	85.16381013
986	85.15902088
987	85.10733998
988	85.10131452
989	85.0901676
990	85.08419778
991	85.03715019
992	85.01568912
993	85.00246631
994	84.981255
995	84.97411911
996	84.9698321
997	84.96339887
998	84.94230892
999	84.88261941
1000	84.86672545
1001	84.8395237
1002	84.78814684
1003	84.75991348
1004	84.74380073
1005	84.73815293
1006	84.73041589
1007	84.70879373
1008	84.69404525
1009	84.687702
1010	84.65489122
1011	84.6412439
1012	84.58124369
1013	84.57498086
1014	84.50778836
1015	84.46649271
1016	84.46070689
1017	84.44003166
1018	84.4197151
1019	84.41348268
1020	84.39351508
1021	84.37254749
1022	84.36636753
1023	84.35898584
1024	84.31730933
1025	84.2868436
1026	84.27304216
1027	84.25970614
1028	84.25414412
1029	84.24761889
1030	84.24155956
1031	84.23554998
1032	84.2001537
1033	84.14466782
1034	84.13265355
1035	84.11243889
1036	84.07250523
1037	84.05954644
1038	84.04672623
1039	83.97084822
1040	83.91702574
1041	83.90874116
1042	83.89804888
1043	83.88203292
1044	83.84707551
1045	83.83612812
1046	83.78324202
1047	83.77676984
1048	83.75091622
1049	83.72440978
1050	83.71182116
1051	83.70413059
1052	83.6848585
1053	83.66631107
1054	83.63532078
1055	83.61712879
1056	83.61087189
1057	83.60276204
1058	83.59472791
1059	83.58676851
1060	83.57592318
1061	83.50451791
1062	83.49372568
1063	83.4418405
1064	83.42112125
1065	83.41354118
1066	83.36200356
1067	83.35412511
1068	83.33311844
1069	83.32520467
1070	83.2954079
1071	83.28277229
1072	83.27516384
1073	83.26741167
1074	83.24858484
1075	83.15608762
1076	83.14407272
1077	83.11950087
1078	83.11408165
1079	83.09795829
1080	83.08477307
1081	83.07742377
1082	83.06980915
1083	83.0470311
1084	83.04191488
1085	83.03684023
1086	83.03150442
1087	82.97691546
1088	82.9584062
1089	82.90629767
1090	82.86890355
1091	82.86273941
1092	82.85089716
1093	82.84599382
1094	82.83426353
1095	82.82258
1096	82.77302539
1097	82.76560498
1098	82.75855478
1099	82.72978788
1100	82.72462332
1101	82.69975634
1102	82.64279235
1103	82.63219069
1104	82.61484957
1105	82.60433966
1106	82.59387752
1107	82.57867235
1108	82.51070648
1109	82.48887468
1110	82.44044744
1111	82.42819364
1112	82.41787272
1113	82.38322214
1114	82.32940947
1115	82.32442018
1116	82.26886429
1117	82.25859532
1118	82.24839288
1119	82.23829707
1120	82.19318856
1121	82.15723515
1122	82.12123319
1123	82.09189064
1124	82.07936842
1125	82.05819351
1126	82.04362434
1127	82.0259834
1128	82.00926861
1129	81.96505492
1130	81.9164913
1131	81.90005035
1132	81.88785458
1133	81.87309691
1134	81.83786192
1135	81.82687049
1136	81.82077521
1137	81.81589736
1138	81.79419702
1139	81.76578923
1140	81.74968815
1141	81.72188825
1142	81.71491237
1143	81.69907233
1144	81.68489153
1145	81.63765116
1146	81.62361448
1147	81.61881045
1148	81.60407559
1149	81.59721841
1150	81.5873535
1151	81.57756029
1152	81.57287241
1153	81.55896362
1154	81.54518951
1155	81.53548594
1156	81.52622573
1157	81.51660907
1158	81.47292031
1159	81.44254298
1160	81.40254113
1161	81.36565679
1162	81.3377116
1163	81.31851192
1164	81.30899161
1165	81.28379268
1166	81.26794942
1167	81.25874117
1168	81.24832537
1169	81.18143374
1170	81.17689314
1171	81.16149314
1172	81.14736159
1173	81.12581658
1174	81.07943751
1175	81.07315212
1176	81.02572509
1177	81.00465036
1178	80.97014887
1179	80.92802473
1180	80.91494613
1181	80.90271829
1182	80.86967953
1183	80.8431099
1184	80.82241141
1185	80.81254185
1186	80.78013055
1187	80.72410337
1188	80.70644235
1189	80.70027782
1190	80.68974384
1191	80.65229991
1192	80.61943091
1193	80.54755727
1194	80.53783357
1195	80.52038581
1196	80.50294759
1197	80.48978143
1198	80.45370962
1199	80.44307561
1200	80.41669169
1201	80.41218579
1202	80.39329275
1203	80.38043111
1204	80.3196332
1205	80.29375977
1206	80.28734846
1207	80.27781138
1208	80.25924962
1209	80.22165609
1210	80.19903796
1211	80.14516321
1212	80.11717046
1213	80.11135445
1214	80.05815747
1215	80.05116975
1216	80.04592867
1217	80.01236606
1218	79.98371245
1219	79.97965891
1220	79.92771081
1221	79.92111828
1222	79.91657543
1223	79.89056218
1224	79.8859089
1225	79.87703482
1226	79.84984718
1227	79.8446847
1228	79.83836321
1229	79.77533689
1230	79.76987337
1231	79.75757068
1232	79.72602449
1233	79.69601845
1234	79.66343848
1235	79.6578751
1236	79.64911623
1237	79.64403039
1238	79.58138119
1239	79.55648303
1240	79.51690951
1241	79.49321491
1242	79.48459369
1243	79.47895029
1244	79.42870057
1245	79.4170883
1246	79.41206759
1247	79.39424398
1248	79.38440905
1249	79.36228357
1250	79.34507208
1251	79.34095481
1252	79.31642337
1253	79.30797778
1254	79.26609951
1255	79.22130791
1256	79.21593664
1257	79.20916697
1258	79.19953679
1259	79.11710099
1260	79.10359333
1261	79.0977972
1262	79.06797068
1263	79.0600618
1264	79.0470018
1265	79.03055034
1266	79.02004461
1267	78.97167618
1268	78.94038359
1269	78.93137667
1270	78.9055718
1271	78.87148804
1272	78.85493802
1273	78.78734725
1274	78.75013756
1275	78.72610802
1276	78.70986005
1277	78.6776263
1278	78.66940332
1279	78.66451044
1280	78.64840859
1281	78.61537367
1282	78.56442303
1283	78.54788824
1284	78.52967939
1285	78.5244853
1286	78.50185963
1287	78.49607224
1288	78.47988551
1289	78.4520519
1290	78.44124188
1291	78.43203341
1292	78.35267954
1293	78.34783078
1294	78.34311659
1295	78.3213803
1296	78.30013858
1297	78.27082751
1298	78.23894003
1299	78.23294515
1300	78.18052109
1301	78.17586709
1302	78.16947575
1303	78.11521697
1304	78.11025376
1305	78.1054678
1306	78.06228115
1307	78.05653959
1308	78.02138595
1309	77.97172012
1310	77.96272051
1311	77.95660898
1312	77.9503187
1313	77.94513278
1314	77.94032189
1315	77.93411983
1316	77.92442283
1317	77.91783151
1318	77.90826895
1319	77.8866814
1320	77.87747709
1321	77.85661883
1322	77.84652931
1323	77.84276152
1324	77.82451741
1325	77.81809741
1326	77.79102293
1327	77.78667413
1328	77.75478277
1329	77.7469498
1330	77.72644782
1331	77.66670104
1332	77.65753279
1333	77.64985628
1334	77.63093897
1335	77.61435355
1336	77.59656295
1337	77.58578961
1338	77.55204578
1339	77.52783887
1340	77.51809984
1341	77.50937876
1342	77.46319201
1343	77.41738448
1344	77.40878259
1345	77.40025442
1346	77.39185102
1347	77.38333198
1348	77.3583167
1349	77.34732223
1350	77.32877485
1351	77.32050909
1352	77.29978185
1353	77.28553161
1354	77.26262035
1355	77.23339916
1356	77.20869586
1357	77.20052233
1358	77.17834783
1359	77.16906185
1360	77.16566965
1361	77.16205936
1362	77.14088231
1363	77.13072244
1364	77.12483539
1365	77.08714835
1366	77.06564215
1367	77.04955105
1368	77.04139085
1369	77.02075021
1370	77.01276187
1371	76.98672992
1372	76.97085635
1373	76.96213242
1374	76.95443463
1375	76.95141237
1376	76.93098372
1377	76.90679565
1378	76.8866276
1379	76.84311622
1380	76.75764714
1381	76.73211557
1382	76.7242555
1383	76.72093436
1384	76.70527299
1385	76.70230912
1386	76.67160032
1387	76.6636538
1388	76.65676473
1389	76.63309384
1390	76.61320057
1391	76.5927663
1392	76.56940731
1393	76.56183324
1394	76.55402878
1395	76.51593641
1396	76.50660078
1397	76.49887283
1398	76.44636457
1399	76.4429807
1400	76.43536851
1401	76.43066246
1402	76.421178
1403	76.41195983
1404	76.40443373
1405	76.39978598
1406	76.35876596
1407	76.33872557
1408	76.33126578
1409	76.26697498
1410	76.24755855
1411	76.22366299
1412	76.15094028
1413	76.14788143
1414	76.10286697
1415	76.08307852
1416	76.02534771
1417	76.02214857
1418	76.01110538
1419	75.99189583
1420	75.96383794
1421	75.9446795
1422	75.93728824
1423	75.91836963
1424	75.89040194
1425	75.88712063
1426	75.87980332
1427	75.8556157
1428	75.83711916
1429	75.82810617
1430	75.7934406
1431	75.76433228
1432	75.75706453
1433	75.74990055
1434	75.67969245
1435	75.65229588
1436	75.64343666
1437	75.62509196
1438	75.61790635
1439	75.57394174
1440	75.56681441
1441	75.56119312
1442	75.54894995
1443	75.54190175
1444	75.53736957
1445	75.52240484
1446	75.4936369
1447	75.48844329
1448	75.48254895
1449	75.45559128
1450	75.43629859
1451	75.41690726
1452	75.40671425
1453	75.40227228
1454	75.38421777
1455	75.37542728
1456	75.3718236
1457	75.365323
1458	75.33880271
1459	75.32090603
1460	75.31483009
1461	75.30792528
1462	75.30108022
1463	75.28110485
1464	75.25328491
1465	75.24551805
1466	75.22670351
1467	75.2225076
1468	75.21576545
1469	75.21129757
1470	75.2075469
1471	75.1744345
1472	75.1705884
1473	75.16621913
1474	75.16272144
1475	75.15710931
1476	75.08545355
1477	75.07467541
1478	75.0315395
1479	75.0134431
1480	75.00677636
1481	75.00016679
1482	74.97925832
1483	74.93338149
1484	74.91661213
1485	74.91006977
1486	74.90358294
1487	74.89900414
1488	74.88817301
1489	74.88175025
1490	74.87114927
1491	74.86733242
1492	74.83076088
1493	74.82439593
1494	74.81808453
1495	74.81166315
1496	74.80296958
1497	74.7707328
1498	74.76505546
1499	74.74696061
1500	74.72265041
1501	74.71889051
1502	74.71264307
1503	74.70644786
1504	74.70030424
1505	74.69751447
1506	74.69143353
1507	74.66233473
1508	74.64295101
1509	74.54627584
1510	74.54022925
1511	74.51833302
1512	74.48917273
1513	74.48528612
1514	74.47931946
1515	74.47611051
1516	74.47019995
1517	74.46158138
1518	74.44232752
1519	74.43767557
1520	74.42076446
1521	74.39308442
1522	74.37558137
1523	74.37279798
1524	74.36693836
1525	74.32474891
1526	74.31988185
1527	74.31470796
1528	74.27938072
1529	74.27089832
1530	74.26508811
1531	74.21647041
1532	74.20094654
1533	74.18424999
1534	74.13338159
1535	74.11464123
1536	74.08398331
1537	74.05617952
1538	74.05039387
1539	74.03404103
1540	74.02372765
1541	73.98530326
1542	73.92002625
1543	73.88214204
1544	73.87640521
1545	73.85546381
1546	73.85251668
1547	73.82552635
1548	73.81956133
1549	73.8059166
1550	73.76217804
1551	73.74173639
1552	73.72832565
1553	73.72266688
1554	73.7200251
1555	73.69625449
1556	73.69171499
1557	73.6263913
1558	73.62293201
1559	73.61013743
1560	73.60454872
1561	73.58820107
1562	73.5460667
1563	73.52241454
1564	73.50337713
1565	73.47643322
1566	73.47090027
1567	73.46480322
1568	73.45951045
1569	73.44238133
1570	73.43878094
1571	73.41560635
1572	73.41015882
1573	73.40475528
1574	73.39939527
1575	73.39514541
1576	73.38546786
1577	73.35662262
1578	73.33635511
1579	73.32517376
1580	73.29611688
1581	73.29303737
1582	73.28788114
1583	73.28007519
1584	73.26173646
1585	73.21695416
1586	73.20588784
1587	73.16965861
1588	73.16411403
1589	73.15881945
1590	73.15443817
1591	73.14474488
1592	73.13949122
1593	73.13427935
1594	73.13106862
1595	73.12148376
1596	73.11632191
1597	73.11094564
1598	73.10584419
1599	73.10055121
1600	73.05663504
1601	73.04570918
1602	73.03631189
1603	73.00669292
1604	73.00324107
1605	73.00068613
1606	72.98378509
1607	72.97876817
1608	72.97379098
1609	72.9571552
1610	72.9447055
1611	72.94138657
1612	72.93644618
1613	72.89270735
1614	72.88780337
1615	72.88293806
1616	72.87811105
1617	72.87332199
1618	72.83975405
1619	72.83008953
1620	72.82795381
1621	72.80558759
1622	72.78921446
1623	72.75361372
1624	72.74998733
1625	72.74697056
1626	72.70710985
1627	72.7023647
1628	72.68206093
1629	72.67736797
1630	72.67271158
1631	72.63802634
1632	72.5996881
1633	72.5980674
1634	72.56431381
1635	72.51910683
1636	72.48625215
1637	72.45397278
1638	72.45115391
1639	72.4373109
1640	72.4326039
1641	72.42802878
1642	72.42440878
1643	72.38758878
1644	72.33973216
1645	72.33518972
1646	72.32859236
1647	72.3208482
1648	72.30480274
1649	72.29714487
1650	72.28427644
1651	72.28032317
1652	72.24877253
1653	72.23405062
1654	72.22956794
1655	72.22401961
1656	72.21059865
1657	72.17958738
1658	72.17515549
1659	72.17182084
1660	72.16206278
1661	72.11993687
1662	72.115534
1663	72.10249739
1664	72.09813709
1665	72.08446607
1666	72.08014712
1667	72.07585145
1668	72.05601238
1669	72.05289156
1670	72.03154079
